entname,record_date,enforce_amount
4c7db6b80510d22abb5fb7ea10a67949,2008/8/11,2020.42
55de2812372236daaea24718f8fe94fa,2010/10/18,25938.0
4372222d89e442a052b8590a774b217c,2012/10/12,32854.0
150ac0eb3f7a70d8d61c9f85c2bf57ad,2012/10/10,19650.0
bd768b33fab3eec4636cb1d81ffafda7,2013/8/29,3571.0
4372222d89e442a052b8590a774b217c,2013/1/23,16946.0
7d8589d9d0a830f2e25f087769825d08,2013/10/24,305427.94
94b4620938615fe40511d5664a4df571,2013/6/3,218220.0
27f75dff678ed9b7c5581ac28f314954,2014/8/18,43000.0
771b6e23ea1bd404fbbf981263366721,2014/1/10,94610.7
771b6e23ea1bd404fbbf981263366721,2014/3/7,14700.0
4cca907e08441c706a6ca17f93d8add3,2014/3/3,0.0
4f7cdab198cf5b36ea0f813b2731f80a,2014/4/28,57789000.0
08f3eb544996cdd517b1a7bd1d0e9bb0,2015/11/9,215640.77
f4f9ce05fd3f2b042abdcc7c9c96f671,2015/10/15,17000.0
f4f9ce05fd3f2b042abdcc7c9c96f671,2015/10/15,10124.16
150ac0eb3f7a70d8d61c9f85c2bf57ad,2015/5/27,105685.0
2feeb2d7dbb51ff67ee2f27e64245eaa,2015/1/12,4036872.8
2feeb2d7dbb51ff67ee2f27e64245eaa,2015/7/27,3856644.0
6ff31180709d294b4b7f1ad847fae855,2015/9/23,640698.0
c495453d266a84e1326653d0c90e47fd,2015/1/27,158316.0
b49f46838612bd22dfe70504543fd7eb,2015/1/30,436807.0
f75d5057fb6bfcd27b746b658df09f25,2015/3/16,1991456.2
bac03f590c49532bd79d4a0e22900a7e,2015/12/25,441212.0
b7ca42813ea12d6893c35b404c222794,2016/4/11,236530.0
54c5f93ce51f2bdaa29a9aba085f6e56,2016/9/19,44754.0
54c5f93ce51f2bdaa29a9aba085f6e56,2016/9/19,7500.0
54c5f93ce51f2bdaa29a9aba085f6e56,2016/9/19,8000.0
54c5f93ce51f2bdaa29a9aba085f6e56,2016/9/22,7612.0
54c5f93ce51f2bdaa29a9aba085f6e56,2016/9/23,11429.0
6c05e89fba96a5361a62233f26a7f385,2016/7/25,20400.0
b7ca42813ea12d6893c35b404c222794,2016/3/17,65000.0
497adc0c7112eba9367b0076bc0642df,2016/5/3,900000.0
497adc0c7112eba9367b0076bc0642df,2016/5/3,900000.0
e7d5b41cc24f0287b6d45eecc213c9d0,2016/9/6,1605243.0
b7ca42813ea12d6893c35b404c222794,2016/1/27,17990.0
e2f7f5ccc2146e6f9269712379d33c49,2016/4/8,1190522.0
0e940bcbd4a8368d32775c60c245b33d,2016/5/18,1568456.0
0e940bcbd4a8368d32775c60c245b33d,2016/5/18,1635699.0
0e940bcbd4a8368d32775c60c245b33d,2016/6/7,2049289.0
150ac0eb3f7a70d8d61c9f85c2bf57ad,2016/3/24,66386.0
d09a482283d491172cf07626509f820e,2016/1/4,5000000.0
d4d0675c3b5bf103ffdcd3c30decb406,2016/4/15,1220100.0
d4d0675c3b5bf103ffdcd3c30decb406,2016/4/15,7103.0
d4d0675c3b5bf103ffdcd3c30decb406,2016/4/15,2578.0
d4d0675c3b5bf103ffdcd3c30decb406,2016/4/15,10409.0
d130f2853baa8bc9a791b35b47fef661,2016/5/9,699620.0
c9c712b7f1eef179e9876c724df69408,2016/10/10,1037121.0
d4d0675c3b5bf103ffdcd3c30decb406,2016/2/5,26306.0
2feeb2d7dbb51ff67ee2f27e64245eaa,2016/7/6,3856644.0
4f7cdab198cf5b36ea0f813b2731f80a,2016/4/5,35989328.0
4f7cdab198cf5b36ea0f813b2731f80a,2016/4/5,31161056.0
4f7cdab198cf5b36ea0f813b2731f80a,2016/4/5,15873307.0
c6c6b30cf40b55e4f1285ae4b87fc570,2016/8/1,1069312.1
cc52b38a14708bef67fc50f6a3752812,2016/9/18,238160.0
497adc0c7112eba9367b0076bc0642df,2017/3/8,1004723.0
3eb34efb7e210bbe192fee2382cf9243,2017/8/9,229052.0
f1a03ae211f8f8dea88036763169d2ef,2017/6/28,26686.0
c495453d266a84e1326653d0c90e47fd,2017/2/22,76000.0
ddd12879766026daef15f20bc504d670,2017/5/9,294994.0
8ebd38c92292887e9c6a362d5216c6e4,2017/10/23,508800.0
b7ca42813ea12d6893c35b404c222794,2017/7/7,59326.0
6f1e36ff9fffdc30b92d0c37ad786859,2017/7/28,4020.0
40c9c78129e9a589abd0e487781321a5,2017/8/8,5553742.0
c9c712b7f1eef179e9876c724df69408,2017/3/1,1600000.0
f75d5057fb6bfcd27b746b658df09f25,2017/8/16,2000000.0
b7ca42813ea12d6893c35b404c222794,2017/10/27,105600.0
cd47949e9bf9f38d0fc61d6a77fd9862,2017/4/14,309896.0
923d0cb57699f91efa04eda1125db13c,2017/4/21,4461050.0
9d9f2506b7fbb37e604fe17789a5f32c,2017/9/18,879113.0
ff53ed63503e08354153efeaafd67055,2017/4/5,513600.0
d130f2853baa8bc9a791b35b47fef661,2017/7/19,145992.0
aae0887db1147d9e9d555c07fbb46285,2017/3/27,9977.0
7fd39653a83783d02cd92f8fbc5022af,2017/6/5,0.0
8d701bd8ee69846af2de4302ebe79111,2017/7/25,90000.0
d09a482283d491172cf07626509f820e,2017/10/16,40465.0
923d0cb57699f91efa04eda1125db13c,2017/7/21,5357505.0
923d0cb57699f91efa04eda1125db13c,2017/8/10,183826.0
d09a482283d491172cf07626509f820e,2017/1/9,2000000.0
d09a482283d491172cf07626509f820e,2017/1/9,5000000.0
d09a482283d491172cf07626509f820e,2017/2/24,177500.0
b920a97981d7c5c999676c3cc484ad52,2017/3/31,12640551.0
58fe8284768c92163a0ac06cc11dae0d,2017/5/16,220000.0
728da4133da369b03a439245ac35fd6d,2017/7/28,265662.0
7646d95a2f62ab11f4229535d7a7ed53,2017/4/7,50000.0
7fcfb282171cc5390687d262f40c9932,2017/1/5,15379.0
82d34e3cb08746384e2f5f8d7cddc2ff,2017/3/27,50000.0
c3e010f6735fba9e988a4be80da1192a,2017/11/8,3939.0
2feeb2d7dbb51ff67ee2f27e64245eaa,2017/2/20,3800000.0
c9c712b7f1eef179e9876c724df69408,2017/5/25,499000.0
9bec64d1aba2d35b3027d27d05677534,2017/3/10,0.0
9134c4c09ca947289bd79c124c0e2a07,2017/3/1,2078000.0
867b6eb542551be61f8990a5f4cc835f,2017/6/8,0.0
87f7650ec23dc5be3b4b522210671489,2017/7/18,11760.0
95086e2ae3f68f713e12be860ccb3bf0,2017/10/9,5385.0
31ebae895f3e28bd1a6ca37ddc023446,2017/9/1,29744.0
7ff2f487d0f99571f4233d6539a79dc7,2018/4/25,398851.0
7ff2f487d0f99571f4233d6539a79dc7,2018/4/2,1330509.0
7ff2f487d0f99571f4233d6539a79dc7,2018/4/2,48956.0
d6423b1f00dff52fd8cc8a10f62bb58c,2018/1/30,860.0
879a77416b9932752bac25b7bfbcb5e9,2018/2/27,35201.0
437dd86fe8ec93f3bd0fea48b8759087,2018/3/20,479945.0
49dfd77519288f7cbe905f039aaca149,2018/3/1,2419.0
4eb466dbd06f6a4af6ad59c2bf57e896,2018/3/19,15728.0
4eb466dbd06f6a4af6ad59c2bf57e896,2018/4/10,1350.0
